insert 9687746 0,15918711859695 240
insert 6188576 0,716533075420434 172
insert 364095 0,999867298640249 247
insert 3028834 0,356705526987419 359
insert 5766779 0,587646791053771 4
insert 3790255 0,754295917579111 278
insert 2562025 0,14294544148396 265
insert 2130608 0,6636607524304 1
insert 587139 0,879231392815351 35
insert 4769644 0,168029011771096 101
insert 7417606 0,537399217736628 283
insert 7313531 0,4144399722174 347
insert 7604541 0,951020284998706 11
insert 5791320 0,00893822592168033 35
insert 9344494 0,512738750554965 112
insert 3047717 0,0234218067598631 221
insert 1365441 0,0345460158002311 263
insert 4622933 0,146241440040172 210
insert 3289207 0,732480355879516 214
insert 3843564 0,560143690351464 301
insert 3792344 0,559445102493952 299
insert 4036107 0,561122717131452 294
insert 2126063 0,845324810987955 62
insert 483914 0,618571384632295 289
insert 7401523 0,677070487140245 48
insert 6374517 0,278611399828741 54
insert 6905295 0,753942193348865 308
insert 4825553 0,340420308215739 48
insert 5521141 0,279467342085888 140
insert 2031274 0,402432373446614 245
insert 3698407 0,376097655564592 140
insert 1954478 0,199897564109367 161
insert 2677673 0,530838748687337 342
insert 4945237 0,0921653542165483 64
insert 4428871 0,0881526419372077 149
insert 9278925 0,722141038031383 168
insert 4498881 0,6914690289141 163
insert 4436198 0,693826946287335 290
insert 9814920 0,896679164327997 78
insert 6983552 0,851496551582355 101
insert 4281485 0,00947891036489928 159
insert 4912472 0,678550738225947 87
insert 4123990 0,54470450363341 171
insert 6845140 0,369684406728337 269
insert 1993059 0,196005811540413 238
insert 6777125 0,0396681269815509 90
insert 7175083 0,624221573408796 200
insert 9219868 0,753239305109363 255
insert 2280906 0,926220871939427 245
insert 5846750 0,213955714932622 109
insert 2304683 0,569412032407435 244
insert 6699606 0,0663751908887062 29
insert 7352045 0,951639984246176 147
insert 1735009 0,515493555700171 63
insert 9919980 0,765374075977772 115
insert 7060963 0,244313905129355 179
insert 1444246 0,303779506266014 308
insert 9667571 0,980846926095359 81
insert 7243290 0,506161706757807 92
insert 7319290 0,263156542211378 270
insert 5602030 0,827723940288519 119
insert 1739545 0,454045762985035 288
insert 684304 0,529345310073972 46
insert 5790903 0,942508032053014 31
insert 8426657 0,544007462702695 39
insert 3798897 0,92998879492748 355
insert 3891787 0,521994355377739 245
insert 1844495 0,440250439774362 327
insert 4462073 0,263711201149836 211
insert 4520672 0,945631587386891 201
insert 8264468 0,00327546522173819 247
insert 6572720 0,613297882309788 247
insert 8466877 0,818043506619541 112
insert 5215122 0,63766585087295 257
insert 3681905 0,565334262589614 130
insert 7689828 0,124091365432409 157
insert 1185469 0,344439301334526 207
insert 2683743 0,342750370662077 266
insert 704228 0,375753445260112 139
insert 4205725 0,727747160814585 68
insert 2117072 0,616363235104998 210
insert 5694171 0,752643556684555 338
insert 3995447 0,185393725142532 335
insert 4209584 0,533202023959347 40
insert 6765369 0,867666474481889 318
insert 9669383 0,816259060435118 314
insert 5489047 0,677224467823852 50
insert 1517256 0,33352025846649 216
insert 9840405 0,558072462472167 237
insert 9473212 0,58684913794829 85
insert 3002961 0,426115165663005 32
insert 1209937 0,309804979856035 7
insert 1312548 0,798773377574409 292
insert 4220389 0,369438193910494 337
insert 5061298 0,697588558167959 292
insert 4642276 0,591837459985091 171
insert 8568336 0,103484527721761 201
insert 5125573 0,871667845580572 18
insert 507147 0,0599816250894133 101
insert 9825214 0,585376564220235 70
insert 2787074 0,45222344549942 215
insert 6931651 0,120662287399481 38
insert 216489 0,555543164981316 200
insert 8630258 0,835683499386387 6
insert 622254 0,126865827071884 110
insert 2009221 0,645595759919656 228
insert 7899550 0,519812948778185 347
insert 1854411 0,090487572872307 174
insert 6780500 0,787738791568083 199
insert 397736 0,0702790250397655 89
insert 7384596 0,148733435733585 76
insert 6181196 0,143331435110109 330
insert 3401530 0,812964739656525 207
insert 7041504 0,442578681019404 13
insert 9172224 0,993807793592013 96
insert 5420087 0,450331852049721 268
insert 7427364 0,849792530690223 149
insert 6469112 0,19256642795753 23
insert 2283360 0,0932662738921429 130
insert 1151799 0,0151150911185495 119
insert 5526395 0,98187528968876 174
insert 3080381 0,124566249607395 247
insert 8040888 0,444105859587018 354
insert 3905715 0,860769142331914 299
insert 590054 0,0858045895983486 27
insert 9299407 0,268218796825138 34
insert 2155635 0,136041350260396 121
insert 8096453 0,297037233736849 79
insert 8354374 0,0915483627894653 344
insert 1478331 0,389783519967358 18
insert 5554788 0,224973076127923 287
insert 2440027 0,151510880864929 165
insert 5510301 0,609184261695102 312
insert 5808509 0,737919832457751 2
insert 7612676 0,352164893575089 356
insert 5817548 0,587905846809925 38
insert 9883293 0,298395384242011 297
insert 2650560 0,899616395076558 316
insert 9955165 0,742994236640164 246
insert 2647776 0,472600650262367 11
insert 7307830 0,656255671594411 19
insert 9334692 0,835092649718324 228
insert 347813 0,815002654592974 336
insert 6165308 0,378910552421077 237
insert 2274382 0,634712617208582 143
insert 3311809 0,0483776750268311 340
insert 2314631 0,253682644690239 181
insert 8494051 0,159503850228853 32
insert 2250176 0,290422782437141 117
insert 9187759 0,248486218624043 147
insert 7758653 0,286252509470215 49
insert 8362236 0,850067908805827 29
insert 9519036 0,827798395803104 186
insert 3532273 0,54697347318147 278
insert 1724681 0,371798471255134 331
insert 1660129 0,0376178580511445 95
insert 4809522 0,664335609257378 250
insert 7399657 0,0333145396007758 78
insert 5293753 0,881377886459873 178
insert 9629342 0,708451546592848 196
insert 3104393 0,116005464045333 203
insert 5257770 0,840665541049403 33
insert 5224509 0,391214578128985 282
insert 3164573 0,379277294212616 79
insert 4278000 0,878235783836914 254
insert 7307393 0,676937039791111 283
insert 1719033 0,0590047422139927 91
insert 604529 0,437823684624314 210
insert 7139000 0,0358996195885817 91
insert 9176656 0,306848286328301 348
insert 5849123 0,988969448948731 42
insert 9724023 0,0427879370016921 155
insert 2063867 0,646691065117107 191
insert 8268267 0,643562018239667 232
insert 4802590 0,164494866116203 102
insert 4740372 0,312165619485157 55
insert 5122088 0,798636047075799 73
insert 7090464 0,791030899989899 233
insert 2918649 0,249986481969238 244
insert 9823658 0,811876981897222 289
insert 8397200 0,604785317836695 30
insert 8159546 0,731545017441523 140
insert 1012324 0,455397719729411 300
insert 2757411 0,524352567514569 10
insert 2565724 0,345076515034342 149
insert 6064016 0,580193833718167 98
insert 2990922 0,239862800221826 260
insert 978592 0,405456771797248 182
insert 7642491 0,875865897105944 71
insert 4699000 0,680537433680397 285
insert 7527862 0,224020929645757 300
insert 7263670 0,987106715788649 13
insert 5620369 0,66430438340842 155
insert 8947504 0,372804852376135 308
insert 3196309 0,236467671690726 98
insert 1741948 0,45247399362385 160
insert 2340040 0,685463298431348 241
insert 4048529 0,68327353228036 205
insert 810319 0,741860858975845 71
insert 5761540 0,0517055103796094 308
insert 1923692 0,63133238518207 278
insert 426463 0,522954932657515 108
insert 1954318 0,530205440023078 128
insert 3766660 0,0443646563423633 329
insert 8403789 0,404341824541028 312
insert 8669661 0,778228305176938 60
insert 2339287 0,590054303682435 152
insert 7519841 0,235895964426871 358
insert 1230088 0,347933268802209 194
insert 2627999 0,645335087387513 88
insert 8394481 0,985882935573292 220
insert 5772707 0,702381173475823 266
insert 819076 0,276984517125871 256
insert 9739518 0,978762980540638 332
insert 879845 0,857338056833175 230
insert 7539031 0,564473991079477 100
insert 7049562 0,214065821009719 346
insert 303394 0,34222529285691 166
insert 4322872 0,440385132301778 142
insert 7797861 0,919637585021387 63
insert 7595842 0,93263198990963 318
insert 1127239 0,53721786920783 21
insert 3032905 0,26310824149433 252
insert 1255854 0,785058486640946 180
insert 4554763 0,259976917998854 220
insert 5011233 0,663999578293413 136
insert 3539754 0,369105608840057 282
insert 2618156 0,557843667714784 155
insert 2816133 0,809108708430598 231
insert 1509476 0,144983511485617 94
insert 3460360 0,302121462906767 128
insert 5384910 0,214367601189002 16
insert 373982 0,975260643276973 115
insert 5826169 0,450612620660389 108
insert 5769710 0,57937075317808 154
insert 4623887 0,574863084859617 29
insert 8503598 0,931163866972161 279
insert 168785 0,4258106576399 198
insert 3915623 0,497768550877352 134
insert 4536010 0,831110639418993 262
insert 4148240 0,1523429109493 42
insert 4399646 0,779549434212758 173
insert 1438968 0,916985285895404 16
insert 5651603 0,463725148916116 247
insert 584377 0,771358571840151 330
insert 4820935 0,684844632951936 352
insert 22619 0,819224537266057 84
insert 5614092 0,300587782776257 76
insert 4856104 0,329157533277365 315
insert 8068149 0,146928689045333 257
insert 6713426 0,583797114707435 51
insert 5920110 0,167792843267225 107
insert 1832410 0,137006446782968 287
insert 9460703 0,318491909801258 236
insert 366390 0,285199551044591 168
insert 876466 0,958440793193151 235
insert 6320389 0,909468857994987 292
insert 3963154 0,451339154248749 4
insert 4938635 0,853414810194361 306
insert 9043050 0,95435412272548 162
insert 6066262 0,337081900023428 277
insert 3290102 0,893817664074627 316
insert 5445889 0,466426693120239 217
insert 6202232 0,298852508561151 197
insert 1786515 0,0561916213744281 180
insert 5763678 0,524770209810124 5
insert 7463809 0,397963868173754 133
insert 2218587 0,174775967921492 85
insert 9036751 0,275027260778019 47
insert 1322639 0,0981474896418617 113
insert 4465145 0,278935934081178 65
insert 3494294 0,339444092167283 353
insert 8878212 0,707628791550001 140
insert 5875106 0,543057687833466 177
insert 508863 0,011815709533084 219
insert 2650857 0,217663812086761 142
insert 5111534 0,917495712599482 118
insert 8363668 0,157924159037845 200
insert 796751 0,384767499000191 58
insert 5325967 0,425335134111967 222
insert 7474700 0,412325029453414 132
insert 2891876 0,173708696930534 7
insert 3651858 0,829222177541453 258
insert 5193226 0,688546622492628 294
insert 6240063 0,158870242610048 307
insert 8787026 0,170972362240298 58
insert 6268434 0,638589400629787 20
insert 7373104 0,621110427016909 65
insert 9857334 0,610147685096668 43
insert 6262620 0,269754257178751 343
insert 8191040 0,355224436314415 101
insert 7725914 0,840040610097368 47
insert 1237348 0,761698661726759 301
insert 5906997 0,899899869644968 139
insert 6784000 0,991830857001166 82
insert 5115031 0,212360551679675 359
insert 7014840 0,200972520839876 76
insert 9993456 0,905753284183216 283
insert 5614269 0,0101596461656315 284
insert 1876274 0,303454262811436 202
insert 8989047 0,738923792605719 201
insert 7620709 0,700218540011076 119
insert 5348477 0,851414861088346 114
insert 7241735 0,754967743416767 147
insert 3248532 0,0361437066626473 265
insert 6689218 0,0589104239171885 226
insert 9517026 0,474230250564511 143
insert 1219578 0,924777995294322 24
insert 7408814 0,819758403962366 161
insert 4955479 0,211164529068006 298
insert 3395180 0,936107470158538 164
insert 2745460 0,691794975517222 57
insert 8289737 0,916329067627121 104
insert 8956269 0,976655421302028 129
insert 6802242 0,977310552251204 160
insert 8045214 0,674492427927671 313
insert 480562 0,8925051404594 342
insert 1619350 0,235924739500473 298
insert 1657738 0,776946940821105 293
insert 4906861 0,021189479632857 316
insert 8838510 0,0392998368662316 230
insert 4889486 0,384655466016687 294
insert 9510293 0,0503072450171724 123
insert 5777134 0,839948099963343 51
insert 3376672 0,0560757830068822 179
insert 368414 0,441733574700418 341
insert 6227769 0,936360020160843 52
insert 5798615 0,447491721458496 114
insert 8786317 0,177583023522786 252
insert 6290203 0,108772122351812 329
insert 3468302 0,33828753015878 322
insert 4111521 0,0117758698816299 337
insert 7206953 0,191275615334173 213
insert 6271445 0,853492134648139 224
insert 5252608 0,470342748551789 18
insert 8086678 0,824267779395109 64
insert 3316491 0,128932435591208 120
insert 8666783 0,86790922510806 30
insert 7351941 0,303989459436382 213
insert 3215909 0,610316926897651 74
insert 1186775 0,322008914929819 338
insert 4295006 0,230883174217717 180
insert 2474417 0,926515072084272 15
insert 5602192 0,316146084254676 90
insert 3548123 0,995632454750888 29
insert 5210807 0,0546007282354872 351
insert 2661023 0,0699638757249172 127
insert 5203337 0,297371203683955 352
insert 5796346 0,480151925459575 169
insert 8103101 0,675958020927365 254
insert 3455474 0,399104415159255 209
insert 3855826 0,508466961564714 191
insert 6826500 0,0957601499258355 86
insert 5508964 0,561226097662573 323
insert 1355490 0,771429938157755 292
insert 847554 0,511865997459677 314
insert 19615 0,21411336688982 89
insert 6146591 0,0554885952991846 194
insert 8537571 0,59834376843569 8
insert 9616954 0,849866027873878 270
insert 312822 0,437131639773553 90
insert 3365135 0,214671775798626 330
insert 6694992 0,969229713067985 175
insert 5513846 0,838430732879057 345
insert 7376893 0,715205877421054 183
insert 4555625 0,384784730796136 189
insert 1670533 0,494879261820987 348
insert 5981015 0,80834855456294 166
insert 4583976 0,730888326527033 123
insert 406056 0,531825445374393 327
insert 5068455 0,720954624340383 88
insert 4887283 0,519614205937653 44
insert 6471956 0,799035540688334 200
insert 8957446 0,415256135824721 195
insert 3851112 0,450576908164926 135
insert 2905481 0,876969743928392 122
insert 316152 0,398194661549383 76
insert 4986964 0,794642100480684 127
insert 7824453 0,433180730060293 226
insert 7887123 0,878115823435651 174
insert 5734258 0,628893633665933 157
insert 5770423 0,0445391573219277 42
insert 7129464 0,248961072996706 70
insert 3846433 0,80836688066291 210
insert 9691831 0,271308653182959 28
insert 4256496 0,212990257522552 128
insert 861620 0,16784952635311 307
insert 33331 0,0089903641533993 48
insert 6965641 0,00814906275279311 333
insert 8909073 0,706283004817685 31
insert 4953113 0,858483259034568 331
insert 729747 0,322318833005763 283
insert 1052320 0,808068977113845 146
insert 2582065 0,577601696633548 226
insert 1446910 0,646971952937065 212
insert 6278098 0,529513342552592 188
insert 2753636 0,356795677150039 79
insert 2710114 0,702550377092581 255
insert 6298648 0,570092747253409 223
insert 3037734 0,880478144567682 13
insert 1911635 0,822039100258629 195
insert 1091581 0,889331947494919 341
insert 6648294 0,896208390079536 341
insert 2932606 0,320417626910106 145
insert 9517338 0,827955494554693 212
insert 2259099 0,858642055587211 130
insert 5438030 0,0687543079577174 172
insert 4029790 0,615543715942439 125
